from_hei,to_hei,n
A  GRAZ01,CH GENEVE01,1
A  GRAZ01,CZ BRNO05,1
A  GRAZ01,CZ PRAHA07,1
A  GRAZ01,D  BERLIN13,1
A  GRAZ01,D  BONN01,1
A  GRAZ01,D  HEIDELB01,2
A  GRAZ01,D  KIEL01,1
A  GRAZ01,D  MARBURG01,1
A  GRAZ01,DK ODENSE01,2
A  GRAZ01,E  ALCAL-H01,3
A  GRAZ01,E  BADAJOZ01,3
A  GRAZ01,E  BARCELO02,3
A  GRAZ01,E  BARCELO15,1
A  GRAZ01,E  CASTELL01,3
A  GRAZ01,E  GRANADA01,5
A  GRAZ01,E  MADRID03,2
A  GRAZ01,E  PALMA01,1
A  GRAZ01,E  SALAMAN02,3
A  GRAZ01,E  SEVILLA01,2
A  GRAZ01,E  VALENCI01,3
A  GRAZ01,E  VALLADO01,2
A  GRAZ01,E  VIGO01,1
A  GRAZ01,E  ZARAGOZ01,1
A  GRAZ01,F  PARIS007,4
A  GRAZ01,HR ZAGREB01,6
A  GRAZ01,I  BOLOGNA01,8
A  GRAZ01,I  CATANIA01,1
A  GRAZ01,I  NAPOLI01,2
A  GRAZ01,I  SIENA01,1
A  GRAZ01,IRLDUBLIN02,2
A  GRAZ01,IRLDUBLIN04,3
A  GRAZ01,IS REYKJAV01,1
A  GRAZ01,NL GRONING01,1
A  GRAZ01,S  UPPSALA01,1
A  GRAZ01,SF HELSINK01,1
A  GRAZ01,SF TAMPERE01,1
A  GRAZ01,SI LJUBLJA01,1
A  GRAZ01,TR ISTANBU03,2
A  GRAZ01,UK ABERDEE01,2
A  GRAZ01,UK BELFAST01,2
A  GRAZ01,UK BRISTOL01,2
A  GRAZ01,UK EDINBUR02,4
A  GRAZ01,UK LANCAST01,2
A  INNSBRU01,CH GENEVE01,1
A  INNSBRU01,CZ PRAHA07,1
A  INNSBRU01,E  GRANADA01,2
A  INNSBRU01,E  MADRID03,2
A  INNSBRU01,E  OVIEDO01,4
A  INNSBRU01,E  SEVILLA01,3
A  INNSBRU01,E  VALENCI01,3
A  INNSBRU01,E  VALLADO01,4
A  INNSBRU01,F  DIJON01,1
A  INNSBRU01,F  MARSEIL84,2
A  INNSBRU01,F  NANTES01,1
A  INNSBRU01,F  PARIS005,1
A  INNSBRU01,F  PARIS012,4
A  INNSBRU01,F  STRASBO48,1
A  INNSBRU01,I  CAGLIAR01,3
A  INNSBRU01,I  PADOVA01,2
A  INNSBRU01,I  ROMA16,6
A  INNSBRU01,I  TRIESTE01,2
A  INNSBRU01,IRLDUBLIN01,1
A  INNSBRU01,IRLDUBLIN04,1
A  INNSBRU01,RO CLUJNAP01,1
A  INNSBRU01,S  GOTEBOR01,4
A  INNSBRU01,SF HELSINK01,1
A  INNSBRU01,SF JYVASKY01,2
A  INNSBRU01,UK BANGOR01,3
A  INNSBRU01,UK EDINBUR02,2
A  INNSBRU01,UK LONDON029,2
A  INNSBRU01,UK MANCHES01,5
A  WIEN01,B  ANTWERP01,2
A  WIEN01,B  LEUVEN01,2
A  WIEN01,CH BASEL01,2
A  WIEN01,CH BERN01,1
A  WIEN01,CH GENEVE01,5
A  WIEN01,CH ZURICH01,1
A  WIEN01,CZ BRNO05,1
A  WIEN01,CZ PRAHA07,4
A  WIEN01,D  BERLIN01,12
A  WIEN01,D  BERLIN13,10
A  WIEN01,D  BREMEN01,1
A  WIEN01,D  FRANKFU01,2
A  WIEN01,D  HAMBURG01,4
A  WIEN01,D  HEIDELB01,1
A  WIEN01,D  LEIPZIG01,5
A  WIEN01,D  MUNCHEN01,4
A  WIEN01,D  MUNSTER01,1
A  WIEN01,D  POTSDAM01,2
A  WIEN01,D  TUBINGE01,1
A  WIEN01,DK ARHUS01,3
A  WIEN01,DK KOBENHA01,3
A  WIEN01,E  ALCAL-H01,4
A  WIEN01,E  BARCELO01,2
A  WIEN01,E  BARCELO02,6
A  WIEN01,E  BARCELO15,8
A  WIEN01,E  CORDOBA01,1
A  WIEN01,E  GRANADA01,4
A  WIEN01,E  MADRID03,9
A  WIEN01,E  MADRID04,9
A  WIEN01,E  MADRID14,2
A  WIEN01,E  MURCIA01,2
A  WIEN01,E  OVIEDO01,2
A  WIEN01,E  PALMA01,1
A  WIEN01,E  SALAMAN02,6
A  WIEN01,E  SANTAND01,1
A  WIEN01,E  SANTIAG01,4
A  WIEN01,E  SEVILLA01,5
A  WIEN01,E  TENERIF01,2
A  WIEN01,E  VALENCI01,5
A  WIEN01,EE TARTU02,1
A  WIEN01,F  BESANCO01,2
A  WIEN01,F  DIJON01,3
A  WIEN01,F  MARSEIL84,2
A  WIEN01,F  NANCY43,2
A  WIEN01,F  NICE01,7
A  WIEN01,F  PARIS005,1
A  WIEN01,F  PARIS007,3
A  WIEN01,F  PARIS012,3
A  WIEN01,F  POITIER01,1
A  WIEN01,F  STRASBO48,4
A  WIEN01,F  TOURS01,2
A  WIEN01,HR ZAGREB01,3
A  WIEN01,HU BUDAPES01,1
A  WIEN01,I  BOLOGNA01,6
A  WIEN01,I  CATANIA01,3
A  WIEN01,I  GENOVA01,8
A  WIEN01,I  MILANO01,2
A  WIEN01,I  NAPOLI01,2
A  WIEN01,I  PADOVA01,3
A  WIEN01,I  PAVIA01,2
A  WIEN01,I  PERUGIA01,3
A  WIEN01,I  ROMA01,7
A  WIEN01,I  ROMA16,2
A  WIEN01,I  SIENA01,8
A  WIEN01,I  TORINO01,1
A  WIEN01,I  TRIESTE01,2
A  WIEN01,IRLCORK01,2
A  WIEN01,IRLDUBLIN01,3
A  WIEN01,IRLDUBLIN02,5
A  WIEN01,IRLGALWAY01,1
A  WIEN01,IS REYKJAV01,1
A  WIEN01,N  BERGEN01,4
A  WIEN01,N  OSLO01,4
A  WIEN01,NL GRONING01,1
A  WIEN01,NL LEIDEN01,3
A  WIEN01,NL UTRECHT01,5
A  WIEN01,P  LISBOA02,2
A  WIEN01,PL KRAKOW01,1
A  WIEN01,PL WROCLAW01,2
A  WIEN01,S  GOTEBOR01,1
A  WIEN01,S  STOCKHO01,5
A  WIEN01,S  UMEA01,1
A  WIEN01,SF HELSINK01,4
A  WIEN01,SF JYVASKY01,1
A  WIEN01,SF TAMPERE01,3
A  WIEN01,SI LJUBLJA01,1
A  WIEN01,TR ANKARA01,1
A  WIEN01,TR ANKARA04,2
A  WIEN01,TR ISTANBU03,2
A  WIEN01,TR IZMIR02,1
A  WIEN01,UK ABERDEE01,6
A  WIEN01,UK BANGOR01,2
A  WIEN01,UK BIRMING02,1
A  WIEN01,UK BRIGHTO01,1
A  WIEN01,UK CAMBRID01,2
A  WIEN01,UK COVENTR01,1
A  WIEN01,UK DURHAM01,1
A  WIEN01,UK EDINBUR01,7
A  WIEN01,UK EDINBUR02,4
A  WIEN01,UK EXETER01,2
A  WIEN01,UK GLASGOW01,1
A  WIEN01,UK LONDON029,4
A  WIEN01,UK MANCHES01,2
A  WIEN01,UK NOTTING01,5
A  WIEN01,UK ST-ANDR01,3
A  WIEN01,UK SWANSEA01,3
B  ANTWERP01,A  GRAZ01,1
B  ANTWERP01,A  WIEN01,2
B  ANTWERP01,D  BERLIN01,3
B  ANTWERP01,D  LEIPZIG01,1
B  ANTWERP01,D  MAINZ01,2
B  ANTWERP01,E  BARCELO01,1
B  ANTWERP01,E  BARCELO02,2
B  ANTWERP01,E  GRANADA01,2
B  ANTWERP01,E  MADRID03,4
B  ANTWERP01,E  MADRID04,3
B  ANTWERP01,E  SALAMAN02,2
B  ANTWERP01,E  VALLADO01,1
B  ANTWERP01,F  NANCY43,2
B  ANTWERP01,F  PARIS007,1
B  ANTWERP01,F  TOURS01,1
B  ANTWERP01,I  BOLOGNA01,2
B  ANTWERP01,I  GENOVA01,1
B  ANTWERP01,I  MILANO02,1
B  ANTWERP01,I  PADOVA01,1
B  ANTWERP01,I  TRIESTE01,1
B  ANTWERP01,I  VERONA01,1
B  ANTWERP01,IRLDUBLIN02,3
B  ANTWERP01,NL AMSTERD01,1
B  ANTWERP01,NL DELFT01,1
B  ANTWERP01,P  COIMBRA01,2
B  ANTWERP01,P  LISBOA02,1
B  ANTWERP01,P  PORTO02,1
B  ANTWERP01,PL KRAKOW01,1
B  ANTWERP01,SF ESPOO12,1
B  ANTWERP01,SI LJUBLJA01,1
B  ANTWERP01,UK LONDON029,2
B  ANTWERP01,UK UXBRIDG01,2
B  BRUSSEL01,D  BERLIN01,2
B  BRUSSEL01,D  DUSSELD01,3
B  BRUSSEL01,DK ARHUS01,1
B  BRUSSEL01,E  GRANADA01,2
B  BRUSSEL01,E  MADRID03,4
B  BRUSSEL01,E  SALAMAN02,1
B  BRUSSEL01,E  SEVILLA01,1
B  BRUSSEL01,E  ZARAGOZ01,2
B  BRUSSEL01,I  PISA01,1
B  BRUSSEL01,IRLLIMERIC01,1
B  BRUSSEL01,NL LEIDEN01,1
B  BRUSSEL01,NL NIJMEGE01,1
B  BRUSSEL01,S  STOCKHO01,1
B  BRUSSEL01,SK BRATISL02,1
B  BRUSSEL01,UK LONDON029,1
B  BRUSSEL01,UK SHEFFIE01,1
B  GENT01,A  GRAZ01,4
B  GENT01,A  WIEN01,1
B  GENT01,CH BERN01,1
B  GENT01,CH GENEVE01,2
B  GENT01,CZ BRNO05,1
B  GENT01,CZ PRAHA07,3
B  GENT01,D  BERLIN01,5
B  GENT01,D  FRANKFU01,1
B  GENT01,D  HAMBURG01,3
B  GENT01,D  HEIDELB01,1
B  GENT01,D  KONSTAN01,2
B  GENT01,D  LEIPZIG01,4
B  GENT01,D  MAINZ01,7
B  GENT01,D  MUNSTER01,1
B  GENT01,D  SAARBRU01,2
B  GENT01,DK KOBENHA01,1
B  GENT01,E  ALCAL-H01,1
B  GENT01,E  BARCELO01,3
B  GENT01,E  BARCELO02,2
B  GENT01,E  BARCELO15,2
B  GENT01,E  CASTELL01,5
B  GENT01,E  CORDOBA01,4
B  GENT01,E  GRANADA01,8
B  GENT01,E  MADRID03,6
B  GENT01,E  MADRID04,1
B  GENT01,E  OVIEDO01,4
B  GENT01,E  SALAMAN02,10
B  GENT01,E  SEVILLA01,7
B  GENT01,E  VALENCI01,5
B  GENT01,E  VALENCI02,1
B  GENT01,E  VALLADO01,4
B  GENT01,E  ZARAGOZ01,1
B  GENT01,F  DIJON01,4
B  GENT01,F  MARSEIL84,10
B  GENT01,F  NANCY43,3
B  GENT01,F  PARIS007,2
B  GENT01,F  POITIER01,1
B  GENT01,F  STRASBO48,1
B  GENT01,I  BOLOGNA01,12
B  GENT01,I  CATANIA01,1
B  GENT01,I  FERRARA01,4
B  GENT01,I  FIRENZE01,1
B  GENT01,I  GENOVA01,1
B  GENT01,I  MILANO03,1
B  GENT01,I  PAVIA01,2
B  GENT01,I  PERUGIA01,3
B  GENT01,I  PISA01,1
B  GENT01,I  ROMA01,3
B  GENT01,I  TORINO01,2
B  GENT01,IRLLIMERIC01,6
B  GENT01,N  BERGEN01,1
B  GENT01,N  OSLO01,2
B  GENT01,NL GRONING01,2
B  GENT01,NL LEIDEN01,2
B  GENT01,P  PORTO02,1
B  GENT01,PL POZNAN01,1
B  GENT01,S  GOTEBOR01,2
B  GENT01,S  LUND01,1
B  GENT01,S  STOCKHO01,2
B  GENT01,S  UPPSALA01,2
B  GENT01,SF HELSINK01,5
B  GENT01,SF KUOPIO12,1
B  GENT01,SF OULU01,1
B  GENT01,TR ANKARA03,1
B  GENT01,TR ISTANBU03,4
B  GENT01,UK ABERDEE01,2
B  GENT01,UK CANTERB01,8
B  GENT01,UK LONDON017,1
B  GENT01,UK NEWCAST01,1
B  LEUVEN01,A  GRAZ01,3
B  LEUVEN01,A  WIEN01,8
B  LEUVEN01,CZ BRNO05,1
B  LEUVEN01,CZ OLOMOUC01,1
B  LEUVEN01,CZ PRAHA07,1
B  LEUVEN01,D  BERLIN01,4
B  LEUVEN01,D  BERLIN13,2
B  LEUVEN01,D  DRESDEN02,1
B  LEUVEN01,D  FREIBUR01,2
B  LEUVEN01,D  LEIPZIG01,4
B  LEUVEN01,D  MAINZ01,7
B  LEUVEN01,D  MUNSTER01,3
B  LEUVEN01,D  SAARBRU01,2
B  LEUVEN01,D  TUBINGE01,1
B  LEUVEN01,DK ARHUS01,6
B  LEUVEN01,E  CORDOBA01,2
B  LEUVEN01,E  GRANADA01,11
B  LEUVEN01,E  MADRID03,9
B  LEUVEN01,E  MADRID04,3
B  LEUVEN01,E  MALAGA01,2
B  LEUVEN01,E  OVIEDO01,1
B  LEUVEN01,E  SALAMAN02,6
B  LEUVEN01,E  SEVILLA01,4
B  LEUVEN01,E  VALENCI01,3
B  LEUVEN01,E  VALLADO01,4
B  LEUVEN01,F  NICE01,3
B  LEUVEN01,F  STRASBO48,2
B  LEUVEN01,I  BOLOGNA01,7
B  LEUVEN01,I  FIRENZE01,2
B  LEUVEN01,I  NAPOLI01,2
B  LEUVEN01,I  PADOVA01,2
B  LEUVEN01,I  PAVIA01,2
B  LEUVEN01,I  PERUGIA01,1
B  LEUVEN01,I  ROMA01,2
B  LEUVEN01,I  ROMA16,1
B  LEUVEN01,I  TRIESTE01,4
B  LEUVEN01,IRLDUBLIN01,4
B  LEUVEN01,IRLDUBLIN02,1
B  LEUVEN01,IRLGALWAY01,2
B  LEUVEN01,IRLLIMERIC01,2
B  LEUVEN01,NL AMSTERD01,2
B  LEUVEN01,NL AMSTERD02,1
B  LEUVEN01,NL GRONING01,1
B  LEUVEN01,NL LEIDEN01,3
B  LEUVEN01,NL ROTTERD01,1
B  LEUVEN01,NL UTRECHT01,1
B  LEUVEN01,PL KRAKOW01,2
B  LEUVEN01,PL WARSZAW01,1
B  LEUVEN01,PL WROCLAW01,4
B  LEUVEN01,S  UPPSALA01,1
B  LEUVEN01,SF HELSINK01,1
B  LEUVEN01,SI LJUBLJA01,1
B  LEUVEN01,UK BELFAST01,1
B  LEUVEN01,UK LEEDS01,3
B  LEUVEN01,UK NOTTING01,1
B  LEUVEN01,UK SHEFFIE01,4
CH BASEL01,A  WIEN01,3
CH BASEL01,D  BERLIN01,2
CH BASEL01,D  BERLIN13,3
CH BASEL01,D  HAMBURG01,1
CH BASEL01,D  POTSDAM01,1
CH BASEL01,E  ALCAL-H01,1
CH BASEL01,E  BARCELO01,1
CH BASEL01,E  MADRID03,1
CH BASEL01,E  MADRID04,1
CH BASEL01,E  VALENCI01,1
CH BASEL01,F  POITIER01,1
CH BASEL01,I  PAVIA01,1
CH BASEL01,I  ROMA01,2
CH BASEL01,I  ROMA16,1
CH BASEL01,I  SIENA01,1
CH BASEL01,SF HELSINK01,1
CH BASEL01,UK CARDIFF01,2
CH BASEL01,UK EDINBUR01,3
CH BASEL01,UK GLASGOW01,1
CH BERN01,A  WIEN01,2
CH BERN01,B  LEUVEN01,1
CH BERN01,D  BERLIN01,6
CH BERN01,D  BERLIN13,4
CH BERN01,D  HEIDELB01,2
CH BERN01,D  MUNCHEN01,1
CH BERN01,E  BARCELO02,1
CH BERN01,E  MADRID03,2
CH BERN01,E  MALAGA01,1
CH BERN01,E  SALAMAN02,2
CH BERN01,E  SEVILLA01,2
CH BERN01,E  VALENCI01,2
CH BERN01,F  MARSEIL84,2
CH BERN01,I  BOLOGNA01,1
CH BERN01,I  PAVIA01,1
CH BERN01,IRLLIMERIC01,4
CH BERN01,NL AMSTERD02,1
CH BERN01,NL LEIDEN01,2
CH BERN01,PL KRAKOW01,1
CH BERN01,S  STOCKHO01,2
CH BERN01,SF HELSINK01,2
CH BERN01,UK CANTERB01,2
CH BERN01,UK DURHAM01,1
CH GENEVE01,A  GRAZ01,1
CH GENEVE01,A  WIEN01,4
CH GENEVE01,D  BERLIN13,3
CH GENEVE01,D  FREIBUR01,3
CH GENEVE01,D  HEIDELB01,5
CH GENEVE01,D  LEIPZIG01,3
CH GENEVE01,E  ALCAL-H01,1
CH GENEVE01,E  CASTELL01,1
CH GENEVE01,E  GRANADA01,3
CH GENEVE01,E  MADRID03,1
CH GENEVE01,E  MADRID04,2
CH GENEVE01,E  SALAMAN02,1
CH GENEVE01,I  ROMA16,1
CH GENEVE01,IRLDUBLIN02,2
CH GENEVE01,IRLLIMERIC01,2
CH GENEVE01,SF TURKU01,1
CH GENEVE01,UK ABERDEE01,1
CH GENEVE01,UK BRISTOL01,3
CH GENEVE01,UK CANTERB01,4
CH GENEVE01,UK CARDIFF01,1
CH GENEVE01,UK EDINBUR01,3
CH GENEVE01,UK EDINBUR02,1
CH GENEVE01,UK LEEDS01,2
CH GENEVE01,UK LEICEST01,2
CH GENEVE01,UK LONDON017,1
CH GENEVE01,UK LONDON031,2
CH GENEVE01,UK MANCHES01,6
CH GENEVE01,UK NEWCAST01,2
CH GENEVE01,UK SWANSEA01,3
CH ZURICH01,A  WIEN01,3
CH ZURICH01,D  BERLIN01,4
CH ZURICH01,D  BERLIN13,7
CH ZURICH01,D  HAMBURG01,1
CH ZURICH01,D  HEIDELB01,1
CH ZURICH01,D  LEIPZIG01,1
CH ZURICH01,D  MUNCHEN01,6
CH ZURICH01,D  TUBINGE01,1
CH ZURICH01,E  BARCELO01,1
CH ZURICH01,E  CIUDA-R01,1
CH ZURICH01,E  MADRID03,2
CH ZURICH01,E  MADRID04,3
CH ZURICH01,E  MALAGA01,2
CH ZURICH01,F  PARIS007,1
CH ZURICH01,I  FIRENZE01,1
CH ZURICH01,I  ROMA01,4
CH ZURICH01,I  ROMA16,2
CH ZURICH01,NL AMSTERD01,1
CH ZURICH01,NL UTRECHT01,2
CH ZURICH01,RO CLUJNAP01,1
CH ZURICH01,S  LINKOPI01,1
CH ZURICH01,S  STOCKHO01,3
CH ZURICH01,S  UPPSALA01,1
CH ZURICH01,SF HELSINK01,1
CH ZURICH01,UK ABERDEE01,3
CH ZURICH01,UK BANGOR01,2
CH ZURICH01,UK BIRMING02,2
CH ZURICH01,UK LONDON031,1
CH ZURICH01,UK MANCHES01,1
CH ZURICH01,UK PLYMOUT01,2
CH ZURICH01,UK SHEFFIE01,2
CH ZURICH01,UK SOUTHAM01,1
CZ BRNO05,A  GRAZ01,1
CZ BRNO05,A  WIEN01,9
CZ BRNO05,B  ANTWERP01,1
CZ BRNO05,CH BASEL01,1
CZ BRNO05,D  BERLIN01,5
CZ BRNO05,D  BERLIN13,2
CZ BRNO05,D  BOCHUM01,1
CZ BRNO05,D  FRANKFU01,1
CZ BRNO05,D  FREIBUR01,2
CZ BRNO05,D  GIESSEN01,3
CZ BRNO05,D  HANNOVE01,1
CZ BRNO05,D  JENA01,1
CZ BRNO05,D  LEIPZIG01,4
CZ BRNO05,D  MAGDEBU01,2
CZ BRNO05,D  MUNCHEN01,2
CZ BRNO05,D  REGENSB01,6
CZ BRNO05,D  WURZBUR01,2
CZ BRNO05,DK ARHUS01,3
CZ BRNO05,E  BARCELO02,1
CZ BRNO05,E  CASTELL01,2
CZ BRNO05,E  CIUDA-R01,1
CZ BRNO05,E  GRANADA01,1
CZ BRNO05,E  MADRID03,2
CZ BRNO05,E  MADRID14,1
CZ BRNO05,E  MALAGA01,2
CZ BRNO05,E  OVIEDO01,1
CZ BRNO05,E  PALMA01,2
CZ BRNO05,E  SANTIAG01,1
CZ BRNO05,E  SEVILLA01,2
CZ BRNO05,E  TENERIF01,2
CZ BRNO05,E  VIGO01,1
CZ BRNO05,E  ZARAGOZ01,2
CZ BRNO05,EE TARTU02,1
CZ BRNO05,F  BESANCO01,1
CZ BRNO05,F  DIJON01,2
CZ BRNO05,F  NANCY43,2
CZ BRNO05,F  NICE01,3
CZ BRNO05,F  PARIS005,1
CZ BRNO05,F  PARIS012,1
CZ BRNO05,HR ZAGREB01,1
CZ BRNO05,HU BUDAPES01,1
CZ BRNO05,I  BARI01,2
CZ BRNO05,I  CAGLIAR01,2
CZ BRNO05,I  NAPOLI01,2
CZ BRNO05,I  PISA01,1
CZ BRNO05,I  SALERNO01,2
CZ BRNO05,I  UDINE01,2
CZ BRNO05,I  VERONA01,2
CZ BRNO05,LT VILNIUS01,3
CZ BRNO05,N  OSLO01,3
CZ BRNO05,N  TROMSO01,4
CZ BRNO05,NL GRONING01,2
CZ BRNO05,NL LEIDEN01,2
CZ BRNO05,P  COIMBRA01,2
CZ BRNO05,P  LISBOA02,3
CZ BRNO05,P  PORTO02,7
CZ BRNO05,PL KRAKOW01,5
CZ BRNO05,PL TORUN01,2
CZ BRNO05,PL WARSZAW01,1
CZ BRNO05,PL WROCLAW01,6
CZ BRNO05,S  LUND01,2
CZ BRNO05,S  STOCKHO01,2
CZ BRNO05,S  UPPSALA01,1
CZ BRNO05,SF HELSINK01,1
CZ BRNO05,SF OULU01,1
CZ BRNO05,SF TAMPERE01,3
CZ BRNO05,SF TURKU01,2
CZ BRNO05,SI LJUBLJA01,4
CZ BRNO05,TR IZMIR02,1
CZ BRNO05,UK BRISTOL01,3
CZ BRNO05,UK CARDIFF01,1
CZ BRNO05,UK GLASGOW01,2
CZ BRNO05,UK OXFORD01,2
CZ BRNO05,UK SHEFFIE01,2
CZ OLOMOUC01,A  GRAZ01,3
CZ OLOMOUC01,A  WIEN01,14
CZ OLOMOUC01,B  ANTWERP01,3
CZ OLOMOUC01,B  GENT01,6
CZ OLOMOUC01,B  LEUVEN01,2
CZ OLOMOUC01,D  BERLIN01,2
CZ OLOMOUC01,D  BREMEN01,1
CZ OLOMOUC01,D  DRESDEN02,5
CZ OLOMOUC01,D  FRANKFU01,2
CZ OLOMOUC01,D  GREIFS01,2
CZ OLOMOUC01,D  JENA01,3
CZ OLOMOUC01,D  MUNSTER01,1
CZ OLOMOUC01,D  POTSDAM01,5
CZ OLOMOUC01,D  SAARBRU01,1
CZ OLOMOUC01,DK ARHUS01,1
CZ OLOMOUC01,E  BADAJOZ01,2
CZ OLOMOUC01,E  BARCELO02,1
CZ OLOMOUC01,E  GIRONA02,1
CZ OLOMOUC01,E  GRANADA01,2
CZ OLOMOUC01,E  MADRID04,4
CZ OLOMOUC01,E  MALAGA01,2
CZ OLOMOUC01,E  OVIEDO01,4
CZ OLOMOUC01,E  SEVILLA01,2
CZ OLOMOUC01,E  TENERIF01,5
CZ OLOMOUC01,E  VALENCI02,1
CZ OLOMOUC01,F  DIJON01,1
CZ OLOMOUC01,F  MARSEIL84,1
CZ OLOMOUC01,F  NANCY43,3
CZ OLOMOUC01,F  STRASBO48,1
CZ OLOMOUC01,I  BARI01,2
CZ OLOMOUC01,I  FIRENZE01,4
CZ OLOMOUC01,I  ROMA01,1
CZ OLOMOUC01,I  UDINE01,3
CZ OLOMOUC01,NL GRONING01,4
CZ OLOMOUC01,NL NIJMEGE01,1
CZ OLOMOUC01,NL UTRECHT01,4
CZ OLOMOUC01,P  BRAGA01,1
CZ OLOMOUC01,P  COIMBRA01,1
CZ OLOMOUC01,P  LISBOA02,1
CZ OLOMOUC01,P  PORTO02,3
CZ OLOMOUC01,PL KRAKOW01,3
CZ OLOMOUC01,PL LUBLIN01,1
CZ OLOMOUC01,PL WROCLAW01,3
CZ OLOMOUC01,SI LJUBLJA01,5
CZ OLOMOUC01,TR ISTANBU05,1
CZ OLOMOUC01,UK DURHAM01,4
CZ OLOMOUC01,UK HULL01,2
CZ OLOMOUC01,UK NORWICH01,2
CZ PRAHA07,A  GRAZ01,2
CZ PRAHA07,A  INNSBRU01,1
CZ PRAHA07,A  WIEN01,13
CZ PRAHA07,CH BERN01,1
CZ PRAHA07,CH GENEVE01,1
CZ PRAHA07,D  BAYREUT01,1
CZ PRAHA07,D  BERLIN01,7
CZ PRAHA07,D  BERLIN02,1
CZ PRAHA07,D  BERLIN13,6
CZ PRAHA07,D  BONN01,3
CZ PRAHA07,D  ERLANGE01,1
CZ PRAHA07,D  FRANKFU01,1
CZ PRAHA07,D  FREIBUR01,3
CZ PRAHA07,D  HAMBURG01,1
CZ PRAHA07,D  HEIDELB01,2
CZ PRAHA07,D  KONSTAN01,3
CZ PRAHA07,D  LEIPZIG01,4
CZ PRAHA07,D  MAINZ01,1
CZ PRAHA07,D  MUNCHEN01,2
CZ PRAHA07,D  OLDENBU01,1
CZ PRAHA07,D  REGENSB01,2
CZ PRAHA07,D  TUBINGE01,4
CZ PRAHA07,DK ARHUS01,5
CZ PRAHA07,DK KOBENHA01,6
CZ PRAHA07,E  BILBAO01,1
CZ PRAHA07,E  CIUDA-R01,1
CZ PRAHA07,E  GRANADA01,5
CZ PRAHA07,E  MADRID03,2
CZ PRAHA07,E  MADRID04,2
CZ PRAHA07,E  SALAMAN02,2
CZ PRAHA07,E  SANTIAG01,2
CZ PRAHA07,E  SEVILLA01,2
CZ PRAHA07,E  TENERIF01,1
CZ PRAHA07,E  VALENCI01,5
CZ PRAHA07,E  VALLADO01,1
CZ PRAHA07,E  ZARAGOZ01,1
CZ PRAHA07,F  MARSEIL84,1
CZ PRAHA07,F  NANTES01,6
CZ PRAHA07,F  NICE01,3
CZ PRAHA07,F  PARIS005,2
CZ PRAHA07,F  PARIS007,2
CZ PRAHA07,F  PARIS012,1
CZ PRAHA07,F  POITIER01,2
CZ PRAHA07,F  STRASBO48,1
CZ PRAHA07,F  TOURS01,1
CZ PRAHA07,HR ZAGREB01,1
CZ PRAHA07,HU BUDAPES01,1
CZ PRAHA07,I  BARI01,1
CZ PRAHA07,I  BOLOGNA01,3
CZ PRAHA07,I  CHIETI01,2
CZ PRAHA07,I  FIRENZE01,1
CZ PRAHA07,I  PISA01,1
CZ PRAHA07,I  ROMA01,2
CZ PRAHA07,I  SIENA01,1
CZ PRAHA07,I  VERONA01,1
CZ PRAHA07,IRLDUBLIN01,2
CZ PRAHA07,IRLDUBLIN02,1
CZ PRAHA07,IRLDUBLIN04,2
CZ PRAHA07,IRLGALWAY01,4
CZ PRAHA07,IRLLIMERIC01,2
CZ PRAHA07,IS REYKJAV01,1
CZ PRAHA07,LT VILNIUS01,2
CZ PRAHA07,N  BERGEN01,1
CZ PRAHA07,N  TROMSO01,3
CZ PRAHA07,NL AMSTERD01,2
CZ PRAHA07,NL AMSTERD02,1
CZ PRAHA07,NL LEIDEN01,2
CZ PRAHA07,NL MAASTRI01,3
CZ PRAHA07,NL NIJMEGE01,1
CZ PRAHA07,NL UTRECHT01,1
CZ PRAHA07,P  COIMBRA01,2
CZ PRAHA07,P  LISBOA02,5
CZ PRAHA07,P  PORTO02,1
CZ PRAHA07,PL GDANSK01,1
CZ PRAHA07,PL KRAKOW01,5
CZ PRAHA07,PL WARSZAW01,3
CZ PRAHA07,PL WROCLAW01,1
CZ PRAHA07,S  GOTEBOR01,1
CZ PRAHA07,S  LUND01,1
CZ PRAHA07,S  UPPSALA01,1
CZ PRAHA07,SF HELSINK01,3
CZ PRAHA07,SF JYVASKY01,1
CZ PRAHA07,SF OULU01,1
CZ PRAHA07,SF TAMPERE01,3
CZ PRAHA07,SF TURKU01,4
CZ PRAHA07,SI LJUBLJA01,1
CZ PRAHA07,SK BRATISL02,1
CZ PRAHA07,TR ANKARA04,1
CZ PRAHA07,UK BANGOR01,2
CZ PRAHA07,UK BRIGHTO01,4
CZ PRAHA07,UK CANTERB01,2
CZ PRAHA07,UK DURHAM01,2
CZ PRAHA07,UK NEWCAST01,1
CZ PRAHA07,UK READING01,2
CZ PRAHA07,UK SHEFFIE01,3
D  AACHEN01,E  CIUDA-R01,1
D  AACHEN01,E  SANTIAG01,3
D  AACHEN01,E  VALENCI01,5
D  BAYREUT01,B  LEUVEN01,2
D  BAYREUT01,E  BARCELO01,1
D  BAYREUT01,E  GRANADA01,1
D  BAYREUT01,E  VALLADO01,3
D  BAYREUT01,I  MILANO16,2
D  BAYREUT01,I  SIENA01,1
D  BAYREUT01,IRLDUBLIN02,1
D  BAYREUT01,NL ROTTERD01,2
D  BAYREUT01,S  LUND01,1
D  BAYREUT01,SF HELSINK01,2
D  BAYREUT01,SF JYVASKY01,3
